policy_id,customer_id,policy_type_code,region_id,current_agent_id,nominee_name,sum_assured,premium_amount,policy_start_date,date_of_purchase,purchase_quarter,purchase_year,purchase_month,policy_end_date,date_of_maturity,status,last_paid_date,premium_payment_term,policy_term,loan_eligible,lock_in_period_months,claim_reason,underwriting_expenses,surrender_amount,total_premium_paid,payment_gap_months,amount_withdrawn,maturity_amount,total_premium_payable,fraud_risk_flag
POL0000113,CUST004459,PP01,RGN045,AGT0291,Tanvi Bose,1958198,99298,2023-01-11,2023-01-07,Q1,2023,1,2037-01-11,2037-01-11,Lapsed,2025-05-30,13,14,N,0,,13401,0,239970.17,0,0,0,1290874,N
POL0000114,CUST005773,PP01,RGN009,AGT0093,Sapna Sharma,6678415,86351,2011-05-06,2011-05-06,Q2,2011,5,2022-05-06,2022-05-06,Matured,2017-04-04,6,11,Y,0,,13257,0,518106.0,0,0,738436,518106,N
POL0000115,CUST003665,PP07,RGN014,AGT0267,Swati Dubey,2183685,102393,2019-04-03,2019-03-31,Q2,2019,4,2044-04-03,2044-04-03,Active,2025-05-01,25,25,Y,0,,19922,0,631423.5,0,0,0,2559825,N
POL0000116,CUST005009,PP03,RGN019,AGT0061,Lakshmi Singh,687257,86340,2019-06-01,2019-05-27,Q2,2019,6,2036-06-01,2036-06-01,Active,2025-04-30,10,17,N,60,,16235,0,518040.0,0,0,0,863400,N
POL0000117,CUST002371,PP10,RGN005,AGT0100,Vishal Gupta,735633,22164,2022-10-06,2022-10-06,Q4,2022,10,2049-10-06,2049-10-06,Active,2025-05-23,16,27,N,0,,3663,0,59104.0,0,0,0,354624,N
POL0000118,CUST005476,PP08,RGN016,AGT0233,Poonam Chakraborty,2445101,48178,2016-09-17,2016-09-14,Q3,2016,9,2032-09-17,2032-09-17,Active,2025-01-03,13,16,Y,0,,8213,0,405498.17,4,0,0,626314,N
POL0000119,CUST007502,PP09,RGN022,AGT0292,Suresh Shah,2040435,62678,2021-05-06,2021-05-03,Q2,2021,5,2029-05-06,2029-05-06,Active,2025-05-15,5,8,N,60,,9538,0,255935.17,0,0,0,313390,N
POL0000120,CUST003624,PP01,RGN035,AGT0150,Deepak Pandey,665443,57309,2010-02-11,2010-02-04,Q1,2010,2,2025-02-11,2025-02-11,Matured,2014-09-18,5,15,Y,0,,8854,0,267442.0,4,0,578951,286545,N
POL0000121,CUST001114,PP03,RGN012,AGT0008,Meera Das,1147067,64177,2013-10-26,2013-10-23,Q4,2013,10,2022-10-26,2022-10-26,Matured,2019-09-25,6,9,N,60,,11728,0,385062.0,0,0,767492,385062,N
POL0000122,CUST002392,PP07,RGN036,AGT0053,Kritika Sharma,668599,49455,2013-06-21,2013-06-16,Q2,2013,6,2036-06-21,2036-06-21,Active,2023-04-30,10,23,Y,0,,9517,0,494550.0,0,0,0,494550,N
POL0000123,CUST003742,PP05,RGN017,AGT0252,Sapna Deshpande,2844864,61787,2011-05-22,2011-05-21,Q2,2011,5,2019-05-22,2019-05-22,Matured,2018-04-15,7,8,N,60,,10637,0,432509.0,0,0,516588,432509,N
POL0000124,CUST008066,PP03,RGN050,AGT0022,Ananya Desai,16435385,18456,2014-11-25,2014-11-20,Q4,2014,11,2019-11-25,2019-11-25,Matured,2019-10-30,5,5,N,60,,2973,0,92280.0,0,0,119333,92280,N
POL0000125,CUST007290,PP08,RGN023,AGT0278,Karan Verma,4812180,19354,2012-04-20,2012-04-16,Q2,2012,4,2037-04-20,2037-04-20,Active,2025-04-12,15,25,Y,0,,3232,0,254827.67,0,0,0,290310,N
POL0000126,CUST008097,PP10,RGN003,AGT0039,Aditi Das,4703275,62826,2017-08-28,2017-08-26,Q3,2017,8,2034-08-28,2034-08-28,Active,2025-05-18,10,17,Y,0,,5159,0,492137.0,0,0,0,628260,N
POL0000127,CUST005992,PP09,RGN018,AGT0166,Deepak Reddy,505019,17596,2012-09-07,2012-09-04,Q3,2012,9,2020-09-07,2020-09-07,Matured,2020-07-27,8,8,N,60,,1641,0,140768.0,0,0,302261,140768,N
POL0000128,CUST007940,PP10,RGN015,AGT0274,Arjun Subramanian,549018,98068,2019-01-30,2019-01-26,Q1,2019,1,2045-01-30,2045-01-30,Active,2025-05-28,8,26,Y,0,,18417,0,629269.67,0,0,0,784544,N
POL0000129,CUST005050,PP06,RGN005,AGT0288,Karan Bose,1561565,111496,2020-12-29,2020-12-29,Q4,2020,12,2053-12-29,2053-12-29,Active,2025-06-06,28,33,Y,0,,9386,0,501732.0,0,0,0,3121888,N
POL0000130,CUST004221,PP09,RGN014,AGT0006,Sunil Iyer,546021,90812,2018-08-12,2018-08-08,Q3,2018,8,2024-08-12,2024-08-12,Matured,2023-07-17,5,6,N,60,,15168,0,454060.0,0,95601,1260308,454060,N
POL0000131,CUST005952,PP06,RGN040,AGT0156,Poonam Deshpande,4110286,61065,2015-12-07,2015-12-01,Q4,2015,12,2043-12-07,2043-12-07,Lapsed,2024-10-20,10,28,Y,0,,9337,0,549585.0,6,0,0,610650,N
POL0000132,CUST000078,PP07,RGN038,AGT0100,Aarav Venkatesh,517747,62938,2014-01-01,2013-12-25,Q1,2014,1,2034-01-01,2034-01-01,Active,2025-04-03,16,20,Y,0,,11402,0,718542.17,0,0,0,1007008,N
POL0000133,CUST009032,PP10,RGN023,AGT0004,Sunita Pandey,1448214,90136,2010-05-16,2010-05-15,Q2,2010,5,2030-05-16,2030-05-16,Active,2021-03-19,11,20,Y,0,,18013,0,991496.0,0,0,0,991496,N
POL0000134,CUST006499,PP01,RGN020,AGT0150,Arjun Rajan,587578,48035,2014-12-10,2014-12-10,Q4,2014,12,2025-12-10,2025-12-10,Lapsed,2021-08-05,7,11,Y,0,,4794,0,324236.25,3,0,0,336245,N
POL0000135,CUST004264,PP08,RGN036,AGT0189,Gaurav Subramanian,3062769,56837,2013-07-03,2013-07-01,Q3,2013,7,2038-07-03,2038-07-03,Active,2025-04-01,12,25,Y,0,,8375,0,677307.58,0,0,0,682044,N
POL0000136,CUST008895,PP09,RGN046,AGT0009,Geeta Gowda,1350214,52738,2015-01-19,2015-01-18,Q1,2015,1,2021-01-19,2021-01-19,Matured,2019-12-24,5,6,N,60,,9646,0,263690.0,0,0,398155,263690,N
POL0000137,CUST001938,PP05,RGN009,AGT0122,Harsha Das,959890,55881,2012-05-01,2012-04-24,Q2,2012,5,2022-05-01,2022-05-01,Matured,2021-03-15,9,10,N,60,,9862,0,502929.0,0,0,1032295,502929,N
POL0000138,CUST003839,PP04,RGN018,AGT0037,Arjun Srivastava,559714,88526,2012-01-05,2011-12-31,Q1,2012,1,2019-01-05,2019-01-05,Surrendered,2017-10-05,6,7,N,60,,15751,464696,516401.67,2,0,0,531156,N
POL0000139,CUST003391,PP03,RGN006,AGT0278,Varun Verma,1492676,113555,2013-08-01,2013-08-01,Q3,2013,8,2021-08-01,2021-08-01,Matured,2019-07-01,6,8,N,60,,12010,0,681330.0,0,0,1212165,681330,N
POL0000140,CUST006738,PP02,RGN045,AGT0099,Bhavna Balaji,1090179,112981,2018-07-01,2018-06-28,Q3,2018,7,2036-07-01,2036-07-01,Active,2025-04-25,16,18,Y,0,,21399,0,781451.92,0,0,0,1807696,N
POL0000141,CUST003800,PP01,RGN002,AGT0085,Varun Pillai,1960710,19877,2021-11-06,2021-11-05,Q4,2021,11,2034-11-06,2034-11-06,Lapsed,2025-01-19,13,13,Y,0,,1841,0,64600.25,4,0,0,258401,N
POL0000142,CUST002833,PP08,RGN001,AGT0210,Prakash Chaudhary,795500,59596,2015-11-23,2015-11-20,Q4,2015,11,2040-11-23,2040-11-23,Active,2024-10-06,9,25,Y,0,,10380,0,536364.0,0,0,0,536364,N
POL0000143,CUST008170,PP06,RGN043,AGT0211,Pradeep Kumar,780845,59028,2018-06-14,2018-06-10,Q2,2018,6,2049-06-14,2049-06-14,Active,2025-05-08,30,31,Y,0,,11734,0,413196.0,0,0,0,1770840,N
POL0000144,CUST008154,PP02,RGN030,AGT0008,Uday Krishnan,299485,21485,2022-05-05,2022-04-30,Q2,2022,5,2042-05-05,2042-05-05,Active,2025-05-19,8,20,Y,0,,3599,0,66245.42,0,0,0,171880,N
POL0000145,CUST006266,PP04,RGN050,AGT0238,Pooja Tiwari,368185,103582,2013-09-10,2013-09-09,Q3,2013,9,2021-09-10,2021-09-10,Matured,2020-08-04,7,8,N,60,,11092,0,725074.0,0,0,1551829,725074,N
POL0000146,CUST004943,PP02,RGN042,AGT0044,Sunita Menon,2703381,108224,2020-11-01,2020-10-26,Q4,2020,11,2039-11-01,2039-11-01,Active,2025-05-09,12,19,Y,0,,9719,0,496026.67,0,0,0,1298688,N
POL0000147,CUST007518,PP06,RGN012,AGT0239,Harsha More,472865,93578,2022-03-17,2022-03-16,Q1,2022,3,2042-03-17,2042-03-17,Surrendered,2025-05-30,12,20,Y,0,,10777,91238,304128.5,0,0,0,1122936,N
POL0000148,CUST000694,PP08,RGN007,AGT0088,Lakshmi Gowda,1308943,54800,2014-08-28,2014-08-21,Q3,2014,8,2035-08-28,2035-08-28,Active,2025-05-02,21,21,Y,0,,10155,0,593666.67,0,0,0,1150800,N
POL0000149,CUST002017,PP03,RGN035,AGT0267,Bhavna More,1391434,102810,2010-03-17,2010-03-15,Q1,2010,3,2018-03-17,2018-03-17,Matured,2014-10-22,5,8,N,60,,9085,0,479780.0,4,141432,1053915,514050,N
POL0000150,CUST001448,PP03,RGN006,AGT0163,Anjali Tripathi,577086,99195,2014-12-18,2014-12-14,Q4,2014,12,2020-12-18,2020-12-18,Matured,2019-06-25,5,6,N,60,,18777,0,454643.75,5,0,633716,495975,N
POL0000151,CUST001660,PP05,RGN035,AGT0267,Gaurav Pillai,1195246,21661,2010-02-19,2010-02-12,Q1,2010,2,2016-02-19,2016-02-19,Matured,2015-12-20,6,6,N,60,,3562,0,128160.92,1,0,351957,129966,N
POL0000152,CUST007569,PP05,RGN010,AGT0110,Ravi Patel,3134850,111749,2024-04-27,2024-04-21,Q2,2024,4,2032-04-27,2032-04-27,Active,2025-06-21,5,8,N,60,,18647,0,130373.83,0,0,0,558745,N
POL0000153,CUST001843,PP09,RGN020,AGT0298,Rahul Deshpande,5069243,22098,2023-12-23,2023-12-23,Q4,2023,12,2036-12-23,2036-12-23,Active,2025-06-15,10,13,N,60,,2405,0,33147.0,0,0,0,220980,Y
POL0000154,CUST000155,PP02,RGN035,AGT0103,Uday Pandey,3600708,17943,2018-11-25,2018-11-20,Q4,2018,11,2033-11-25,2033-11-25,Active,2023-10-30,5,15,Y,0,,1713,0,89715.0,0,0,0,89715,N
POL0000155,CUST007599,PP03,RGN045,AGT0210,Swati Dubey,1159820,18341,2020-11-20,2020-11-16,Q4,2020,11,2025-11-20,2025-11-20,Active,2024-12-29,5,5,N,60,,2270,0,76420.83,5,0,0,91705,N
POL0000156,CUST006405,PP05,RGN038,AGT0281,Karan Joshi,377427,20518,2011-05-23,2011-05-16,Q2,2011,5,2017-05-23,2017-05-23,Matured,2017-04-21,6,6,N,60,,1820,0,123108.0,0,0,136421,123108,N
POL0000157,CUST001207,PP01,RGN039,AGT0150,Deepa Tiwari,1692243,48307,2015-08-07,2015-08-06,Q3,2015,8,2034-08-07,2034-08-07,Active,2020-07-11,5,19,Y,0,,4609,0,241535.0,0,0,0,241535,N
POL0000158,CUST007523,PP02,RGN006,AGT0066,Isha Mehta,2808548,18118,2024-04-05,2024-04-04,Q2,2024,4,2040-04-05,2040-04-05,Active,2025-05-30,12,16,N,0,,2881,0,21137.67,0,0,0,217416,N
POL0000159,CUST007123,PP03,RGN043,AGT0245,Ravi Menon,1250712,86523,2012-01-30,2012-01-27,Q1,2012,1,2032-01-30,2032-01-30,Active,2018-12-24,7,20,N,60,,15379,0,605661.0,0,0,0,605661,N
POL0000160,CUST002570,PP10,RGN033,AGT0202,Pooja Tiwari,4869117,18717,2016-03-07,2016-03-05,Q1,2016,3,2040-03-07,2040-03-07,Active,2021-12-06,6,24,Y,0,,2265,0,109182.5,2,0,0,112302,N
POL0000161,CUST008314,PP03,RGN011,AGT0292,Zara Rao,787689,18948,2012-10-11,2012-10-10,Q4,2012,10,2024-10-11,2024-10-11,Matured,2024-04-11,12,12,N,60,,2104,0,221060.0,4,0,378386,227376,N
POL0000162,CUST001947,PP06,RGN045,AGT0282,Aarav Desai,3304224,59475,2019-10-19,2019-10-17,Q4,2019,10,2059-10-19,2059-10-19,Active,2025-05-20,17,40,Y,0,,11007,0,337025.0,0,0,0,1011075,N
POL0000163,CUST004832,PP04,RGN010,AGT0002,Kavya Shetty,3968690,56190,2016-09-08,2016-09-02,Q3,2016,9,2025-09-08,2025-09-08,Active,2021-07-14,5,9,N,60,,10857,0,276267.5,1,0,0,280950,N
POL0000164,CUST005359,PP10,RGN019,AGT0150,Lakshmi Chaudhary,1570173,22890,2017-06-26,2017-06-19,Q2,2017,6,2045-06-26,2045-06-26,Active,2024-05-20,7,28,Y,0,,4189,0,160230.0,0,0,0,160230,N
POL0000165,CUST008039,PP08,RGN006,AGT0146,Pooja Iyer,2434386,101659,2016-08-26,2016-08-26,Q3,2016,8,2038-08-26,2038-08-26,Claimed-Death,2025-05-11,17,22,Y,0,Death,14594,0,897987.83,0,0,0,1728203,N
POL0000166,CUST005718,PP03,RGN014,AGT0130,Anjali Menon,1055066,22035,2012-07-27,2012-07-21,Q3,2012,7,2023-07-27,2023-07-27,Matured,2022-06-05,10,11,N,60,,2391,0,220350.0,0,0,291805,220350,N
POL0000167,CUST000463,PP03,RGN019,AGT0025,Ramesh Kapoor,834892,21495,2014-02-10,2014-02-04,Q1,2014,2,2021-02-10,2021-02-10,Matured,2021-01-04,7,7,N,60,,2627,0,150465.0,0,0,375851,150465,N
POL0000168,CUST009941,PP03,RGN018,AGT0090,Pooja Tiwari,1104051,108679,2017-10-06,2017-09-30,Q4,2017,10,2037-10-06,2037-10-06,Surrendered,2025-04-27,11,20,N,60,,18488,522607,833205.67,0,0,0,1195469,N
POL0000169,CUST009202,PP06,RGN048,AGT0196,Nikhil Mishra,606813,56501,2021-04-02,2021-03-29,Q2,2021,4,2051-04-02,2051-04-02,Active,2025-05-11,21,30,Y,0,,9347,0,235420.83,0,0,0,1186521,N
POL0000170,CUST002425,PP04,RGN047,AGT0251,Geeta Kumar,4638342,85958,2023-11-08,2023-11-04,Q4,2023,11,2037-11-08,2037-11-08,Active,2025-05-31,9,14,N,60,,13587,0,136100.17,0,0,0,773622,N
POL0000171,CUST002621,PP06,RGN003,AGT0172,Sandeep Singh,1951703,53108,2020-05-28,2020-05-26,Q2,2020,5,2053-05-28,2053-05-28,Active,2025-06-01,20,33,Y,0,,8001,0,269965.67,0,0,0,1062160,N
POL0000172,CUST002220,PP05,RGN003,AGT0138,Manoj Rao,9744950,18054,2022-06-28,2022-06-25,Q2,2022,6,2031-06-28,2031-06-28,Active,2025-06-12,7,9,N,60,,3364,0,54162.0,0,0,0,126378,N
POL0000173,CUST007629,PP03,RGN014,AGT0012,Bhavna Balaji,971757,22121,2020-09-03,2020-08-31,Q3,2020,9,2038-09-03,2038-09-03,Active,2025-05-10,5,18,N,60,,3098,0,105074.75,0,0,0,110605,N
POL0000174,CUST004106,PP07,RGN024,AGT0090,Aarav Patel,244473,21986,2016-09-14,2016-09-10,Q3,2016,9,2037-09-14,2037-09-14,Active,2024-08-03,8,21,Y,0,,2931,0,175888.0,0,0,0,175888,N
POL0000175,CUST007874,PP02,RGN007,AGT0174,Vikram Iyer,355889,54653,2012-08-20,2012-08-14,Q3,2012,8,2027-08-20,2027-08-20,Active,2020-07-09,8,15,Y,0,,7213,0,437224.0,0,0,0,437224,N
POL0000176,CUST009741,PP03,RGN017,AGT0204,Akash Mishra,1298945,51205,2022-01-08,2022-01-01,Q1,2022,1,2032-01-08,2032-01-08,Active,2025-05-22,10,10,N,60,,8558,0,174950.42,0,0,0,512050,N
POL0000177,CUST009564,PP03,RGN023,AGT0293,Shweta Verma,2067587,22446,2018-04-26,2018-04-19,Q2,2018,4,2038-04-26,2038-04-26,Active,2025-03-20,12,20,N,60,,1821,0,157122.0,2,0,0,269352,Y
POL0000178,CUST008640,PP02,RGN038,AGT0096,Neha Das,1968699,21184,2022-11-27,2022-11-25,Q4,2022,11,2039-11-27,2039-11-27,Active,2025-06-14,15,17,N,0,,2037,0,54725.33,0,0,0,317760,N
POL0000179,CUST006058,PP02,RGN018,AGT0031,Shruti Sharma,1012383,57002,2020-03-29,2020-03-28,Q1,2020,3,2039-03-29,2039-03-29,Active,2025-06-01,6,19,Y,0,,9102,0,299260.5,0,0,0,342012,N
POL0000180,CUST001102,PP01,RGN037,AGT0120,Ananya Reddy,2378377,51109,2011-10-08,2011-10-07,Q4,2011,10,2030-10-08,2030-10-08,Active,2017-09-06,6,19,Y,0,,4751,0,306654.0,0,0,0,306654,N
POL0000181,CUST002987,PP04,RGN029,AGT0121,Lakshmi Iyer,2316062,20852,2017-05-22,2017-05-22,Q2,2017,5,2032-05-22,2032-05-22,Lapsed,2024-11-11,12,15,N,60,,2689,0,158127.67,6,0,0,250224,N
POL0000182,CUST004326,PP03,RGN010,AGT0296,Zara Mehta,2493778,106719,2014-08-05,2014-07-30,Q3,2014,8,2031-08-05,2031-08-05,Active,2024-11-10,15,17,N,60,,20335,0,1111656.25,5,438567,0,1600785,N
POL0000183,CUST003171,PP09,,AGT0196,Geeta Kulkarni,518758,62212,2018-10-24,2018-10-18,Q4,2018,10,2029-10-24,2029-10-24,Active,2025-05-20,11,11,N,60,,12248,0,414746.67,0,0,0,684332,N
POL0000184,CUST005092,PP06,RGN028,AGT0097,Sandeep Sharma,669046,100406,2024-05-24,2024-05-18,Q2,2024,5,2044-05-24,2044-05-24,Active,2025-06-18,16,20,N,0,,16178,0,108773.17,0,0,0,1606496,N
POL0000185,CUST004669,PP09,RGN028,AGT0001,Varun Verma,713786,18982,2014-07-19,2014-07-13,Q3,2014,7,2025-07-19,2025-07-19,Active,2020-06-17,6,11,N,60,,2668,0,113892.0,0,0,0,113892,N
POL0000186,CUST008113,PP01,RGN016,AGT0141,Nandini Deshpande,303021,58707,2010-12-27,2010-12-20,Q4,2010,12,2024-12-27,2024-12-27,Matured,2016-11-25,6,14,Y,0,,8477,0,352242.0,0,0,513586,352242,N
POL0000187,CUST002161,PP03,RGN030,AGT0135,Karan Patil,1152709,61280,2010-08-01,2010-07-26,Q3,2010,8,2017-08-01,2017-08-01,Matured,2017-06-25,7,7,N,60,,6762,0,428960.0,0,0,896133,428960,N
POL0000188,CUST005718,PP06,RGN014,AGT0118,Swati Iyer,779290,17564,2023-01-14,2023-01-09,Q1,2023,1,2054-01-14,2054-01-14,Active,2025-06-02,23,31,N,0,,2254,0,42446.33,0,0,0,403972,Y
POL0000189,CUST006183,PP06,RGN023,AGT0197,Yash Bose,4682397,100126,2010-04-20,2010-04-13,Q2,2010,4,2031-04-20,2031-04-20,Active,2024-02-06,14,21,Y,0,,10056,0,1401764.0,0,0,0,1401764,N
POL0000190,CUST007477,PP05,RGN050,AGT0230,Aditya Malhotra,304073,20063,2015-07-25,2015-07-18,Q3,2015,7,2022-07-25,2022-07-25,Matured,2019-12-31,5,7,N,60,,2312,0,90283.5,6,0,224755,100315,N
POL0000191,CUST008603,PP07,RGN012,AGT0071,Priya Patel,347627,49637,2022-12-09,2022-12-06,Q4,2022,12,2059-12-09,2059-12-09,Lapsed,2025-02-26,8,37,N,0,,6647,0,111683.25,3,0,0,397096,N
POL0000192,CUST003074,PP07,RGN004,AGT0032,Sunil Gupta,1216392,20972,2010-07-04,2010-06-30,Q3,2010,7,2047-07-04,2047-07-04,Active,2015-06-08,5,37,Y,0,,2967,0,104860.0,0,0,0,104860,N
POL0000193,CUST004718,PP08,RGN006,AGT0018,Kritika More,5126580,54345,2021-08-02,2021-07-30,Q3,2021,8,2044-08-02,2044-08-02,Active,2025-05-13,18,23,Y,0,,9494,0,208322.5,0,0,0,978210,N
POL0000194,CUST007251,PP04,RGN009,AGT0200,Sarika Verma,1056705,86333,2021-05-01,2021-04-25,Q2,2021,5,2029-05-01,2029-05-01,Active,2025-05-10,7,8,N,60,,15615,0,352526.42,0,0,0,604331,N
POL0000195,CUST005307,PP01,RGN020,AGT0284,Tanvi Nair,2378528,20478,2018-05-19,2018-05-17,Q2,2018,5,2035-05-19,2035-05-19,Active,2025-05-12,10,17,Y,0,,3380,0,145052.5,0,0,0,204780,N
POL0000196,CUST009672,PP01,RGN035,AGT0264,Ramesh Agarwal,7012867,102933,2011-07-15,2011-07-08,Q3,2011,7,2029-07-15,2029-07-15,Active,2020-05-28,9,18,Y,0,,16409,0,926397.0,0,0,0,926397,N
POL0000197,CUST004627,PP01,RGN045,AGT0028,Sunita Patil,588957,51707,2019-06-04,2019-06-02,Q2,2019,6,2038-06-04,2038-06-04,Surrendered,2025-05-03,15,19,Y,0,,9150,111680,310242.0,0,0,0,775605,N
POL0000198,CUST004687,PP09,RGN049,AGT0058,Vishal Gupta,842859,92208,2022-07-21,2022-07-16,Q3,2022,7,2029-07-21,2029-07-21,Active,2025-06-05,7,7,N,60,,12677,0,268940.0,0,0,0,645456,N
POL0000199,CUST009413,PP08,RGN024,AGT0111,Deepa Desai,1022311,21498,2017-11-16,2017-11-12,Q4,2017,11,2034-11-16,2034-11-16,Active,2025-05-08,16,17,Y,0,,4017,0,163026.5,0,0,0,343968,N
POL0000200,CUST004301,PP03,RGN010,AGT0169,Suresh Verma,637193,55876,2012-08-11,2012-08-10,Q3,2012,8,2017-08-11,2017-08-11,Matured,2017-07-16,5,5,N,60,,7396,0,279380.0,0,0,658877,279380,N
POL0000201,CUST006835,PP08,RGN021,AGT0266,Kritika Venkatesh,3513314,106575,2018-06-08,2018-06-03,Q2,2018,6,2037-06-08,2037-06-08,Active,2025-05-02,14,19,Y,0,,9894,0,746025.0,0,0,0,1492050,N
POL0000202,CUST007645,PP03,RGN024,AGT0217,Sandeep Deshpande,1435612,59516,2021-07-03,2021-07-01,Q3,2021,7,2031-07-03,2031-07-03,Active,2025-05-13,7,10,N,60,,9148,0,233104.33,0,0,0,416612,N
POL0000203,CUST004687,PP09,RGN049,AGT0280,Harsha Pandey,696049,114572,2011-09-29,2011-09-29,Q3,2011,9,2025-09-29,2025-09-29,Active,2019-08-18,8,14,N,60,,10327,0,916576.0,0,210270,0,916576,N
POL0000204,CUST009039,PP03,RGN006,AGT0262,Varun Desai,1309619,59331,2014-07-03,2014-06-26,Q3,2014,7,2028-07-03,2028-07-03,Lapsed,2025-01-06,14,14,N,60,,10274,0,632864.0,3,82763,0,830634,N
POL0000205,CUST005672,PP02,RGN047,AGT0050,Sandeep Sharma,2159044,54361,2022-09-30,2022-09-27,Q3,2022,9,2038-09-30,2038-09-30,Active,2025-06-16,9,16,N,0,,6999,0,149492.75,0,0,0,489249,N
POL0000206,CUST008575,PP01,RGN032,AGT0030,Rekha Rao,434800,102629,2014-05-12,2014-05-09,Q2,2014,5,2030-05-12,2030-05-12,Active,2025-04-14,12,16,Y,0,,10634,0,1137471.42,0,0,0,1231548,N
POL0000207,CUST008816,PP10,RGN039,AGT0006,Suresh Krishnan,2899859,58169,2012-07-01,2012-06-27,Q3,2012,7,2035-07-01,2035-07-01,Active,2025-03-25,13,23,Y,0,,6231,0,751349.58,0,0,0,756197,N
POL0000208,CUST001618,PP05,RGN008,AGT0062,Pooja Nair,1548077,106939,2011-07-24,2011-07-23,Q3,2011,7,2019-07-24,2019-07-24,Matured,2019-06-12,8,8,N,60,,8723,0,855512.0,0,0,1863923,855512,N
POL0000209,CUST004076,PP03,RGN046,AGT0026,Geeta Hegde,3805874,50773,2013-01-18,2013-01-11,Q1,2013,1,2033-01-18,2033-01-18,Active,2020-12-07,8,20,N,60,,8159,0,406184.0,0,0,0,406184,N
POL0000210,CUST008968,PP07,RGN049,AGT0282,Isha Naik,4293159,57534,2018-04-25,2018-04-20,Q2,2018,4,2053-04-25,2053-04-25,Active,2025-05-18,8,35,Y,0,,6859,0,412327.0,0,0,0,460272,N
POL0000211,CUST001925,PP05,RGN014,AGT0003,Poonam Chakraborty,561514,20027,2014-08-21,2014-08-16,Q3,2014,8,2019-08-21,2019-08-21,Matured,2019-07-26,5,5,N,60,,1723,0,100135.0,0,0,200205,100135,N
POL0000212,CUST007657,PP09,RGN031,AGT0214,Ramesh Kapoor,5431033,60293,2010-02-28,2010-02-22,Q1,2010,2,2019-02-28,2019-02-28,Matured,2018-08-15,9,9,N,60,,10541,0,517514.92,5,0,578395,542637,N
POL0000213,CUST003188,PP03,RGN042,AGT0071,Vikram Iyer,3394089,101735,2016-03-22,2016-03-19,Q1,2016,3,2030-03-22,2030-03-22,Lapsed,2024-02-09,8,14,N,60,,12040,0,813880.0,0,0,0,813880,N
POL0000214,CUST000828,PP02,RGN043,AGT0260,Nikhil Venkatesh,1519039,48864,2015-01-21,2015-01-15,Q1,2015,1,2030-01-21,2030-01-21,Active,2024-11-29,10,15,Y,0,,4077,0,488640.0,0,0,0,488640,N
POL0000215,CUST002521,PP08,RGN045,AGT0150,Sunita Pillai,588723,18498,2023-08-05,2023-07-29,Q3,2023,8,2039-08-05,2039-08-05,Active,2025-05-26,9,16,N,0,,3081,0,33913.0,0,0,0,166482,N
POL0000216,CUST003871,PP08,RGN010,AGT0005,Geeta Shetty,796235,98909,2013-03-09,2013-03-05,Q1,2013,3,2030-03-09,2030-03-09,Active,2025-04-05,17,17,Y,0,,14052,0,1211635.25,0,0,0,1681453,N
POL0000217,CUST005702,PP09,RGN020,AGT0019,Vinod Chaudhary,1102204,98058,2012-12-31,2012-12-24,Q4,2012,12,2022-12-31,2022-12-31,Matured,2021-11-14,9,10,N,60,,19446,0,882522.0,0,0,1481355,882522,N
POL0000218,CUST008943,PP02,RGN011,AGT0182,Isha Tiwari,1509707,113069,2019-09-17,2019-09-12,Q3,2019,9,2037-09-17,2037-09-17,Active,2024-08-21,5,18,Y,0,,17010,0,565345.0,0,0,0,565345,N
POL0000219,CUST009975,PP04,RGN008,AGT0227,Ananya Iyer,1333765,53457,2018-09-03,2018-09-03,Q3,2018,9,2033-09-03,2033-09-03,Active,2023-08-08,5,15,N,60,,7266,0,267285.0,0,0,0,267285,N
POL0000220,CUST008741,PP09,RGN031,AGT0072,Sarika Verma,1995939,64129,2010-04-10,2010-04-06,Q2,2010,4,2020-04-10,2020-04-10,Matured,2018-02-27,8,10,N,60,,5859,0,513032.0,0,0,925474,513032,N
POL0000221,CUST009931,PP04,RGN050,AGT0079,Zara Mehta,3599415,64251,2018-06-01,2018-06-01,Q2,2018,6,2032-06-01,2032-06-01,Active,2024-04-30,6,14,N,60,,8740,0,385506.0,0,0,0,385506,N
POL0000222,CUST008979,PP09,RGN041,AGT0206,Vishal Patel,1382232,92804,2021-05-20,2021-05-13,Q2,2021,5,2035-05-20,2035-05-20,Lapsed,2024-11-30,11,14,N,60,,11545,0,332547.67,6,0,0,1020844,N
POL0000223,CUST001053,PP05,RGN039,AGT0119,Kunal Subramanian,4623800,63788,2012-03-05,2012-03-01,Q1,2012,3,2017-03-05,2017-03-05,Matured,2017-02-07,5,5,N,60,,6504,0,318940.0,0,0,598883,318940,N
POL0000224,CUST007955,PP10,RGN032,AGT0118,Karan Deshpande,509844,106349,2010-06-23,2010-06-16,Q2,2010,6,2027-06-23,2027-06-23,Active,2025-04-05,16,17,Y,0,,17317,0,1595235.0,0,0,0,1701584,N
POL0000225,CUST000001,PP08,RGN032,AGT0056,Gaurav Das,2300842,57478,2012-10-19,2012-10-15,Q4,2012,10,2037-10-19,2037-10-19,Active,2025-04-14,16,25,Y,0,,9502,0,728054.67,0,0,0,919648,N
